0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,2,7,5,5,0,6,4,6,0,8549459.698299445,344924803.9937621,0.0,0.0,0.015335888708350943
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,2,0,3,2,2,3,3,5,4,0,1,0.0,300757796.7038633,151900000.0,0.0,0.0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,1,0,2,5,3,12520922.122155149,204103452.02828538,279200000.0,0.0,0.018173557852344584
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,0,3,1,3,1,2,3,1,16203359.227350503,240534493.5736124,61400000.0,895.6959206742041,0.0016595982993961214
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,6,2,1,5,0,3,2,0,17185795.379670575,217213984.7800765,273100000.0,0.0,0.02264756974156712
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,3,3,2,1,3,7,4,0,5,1770303.8205634002,312186718.6597244,121200000.0,0.0,0.001534601312078178
0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,1,6,3,1,1,6,0,12957670.72945646,196316335.32245994,521600000.0,0.0,0.011989891787619809
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,5,0,6,0,3,0,131478473.58130465,150699803.8302657,217800000.0,0.0,0.1793616083013213
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,3,7,4,2,0,55117237.967531,132374666.2299262,248500000.0,2836.7975272736344,0.007483247611487529
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,3,0,0,5,0,3,6,2,7,5,0,2,0.0,252037084.8770205,248500000.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,1,3,0,1,0,7,3,0,59866960.9199473,210058652.0769747,0.0,3203.2811651276234,0.006490383806728084
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,5,0,3,3,3,1,7,6,4,4,0,7474990.351579664,286323937.83830404,61400000.0,436.1822930174832,0.000680834784717886
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,7,3,6,4,0,0,44987214.83710345,176782333.72687918,30700000.0,1713.4960131118019,0.009361045611195674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,7,3,0,4,2,7,0,0,68622306.22995472,207185117.18690628,0.0,2572.048359719972,0.015625555888808786
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,2,0,2,0,0,1,1,6,3,0,1,17231265.326616064,191640734.0186174,348200000.0,0.0,0.015171678114625772
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,3,0,0,0,5,7,3,0,1,21013181.78236524,265078610.4585001,61400000.0,0.0,0.01703817288409028
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,7,1,0,6,2,7,4,4,2,0.0,318328886.11227787,30700000.0,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,7,1,6,4,0,3,50261524.12190668,172874843.8866133,30700000.0,1209.6065391560765,0.02162126569290805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,6,0,1,3,4,7,58233366.26314193,239272664.87089816,0.0,0.0,0.05334907419594494
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,3,0,1,0,3,0,3,1,1,1,4,0,0,16034755.997100752,224688742.81546158,176700000.0,431.2270183139567,0.0048687014325521985
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,1,0,5,2,0,7,0,1,28364984.179505832,235866451.66591525,30700000.0,0.0,0.033240935706126434
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,3,7,0,1,1,3,3,41950408.793107875,226886800.64453176,30700000.0,0.0,0.04547605385160001
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,2,4,6,3,7,4,0,4,8240704.409241286,301098455.1847266,61400000.0,356.69857537540014,0.0017232728106652121
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,3,3,1,1,3,0,3,3,0,7418789.274829747,234854387.2080863,92100000.0,0.0,0.005571684811874822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,6,5,6,7,0,2,19411122.087713975,291736285.74855214,0.0,0.0,0.017783024731981647
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,3,3,1,7,6,4,3,1,16203359.227350503,293374260.5713324,61400000.0,0.0,0.013829985828301014
